shop_name,category,name_product,product_id,url_product,main_ingredient,attributes,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,is_premium,rarity_score
Лукино,Бакалея,"соус грибной 0,25 кг.",60673,https://svoe-rodnoe.ru/category/butter-sauces/10872-4691-sous-gribnoj-0-25-kg,соус,"[""грибной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"томатный соус «летний» 0,25 л.",60666,https://svoe-rodnoe.ru/category/butter-sauces/10872-4913-tomatnyj-sous-letnij-0-25-l,соус,"[""томатный"", ""летний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"тушенка из крыльев индейки 0,5 л.",60646,https://svoe-rodnoe.ru/category/stew/10872-5097-tushenka-iz-kryl-ev-indejki-0-5-l,тушёнка,"[""крыло"", ""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Никитин Ферм,Мясо и птица,свинина окорок,26393,https://svoe-rodnoe.ru/category/svinoj-okorok/10619-004-000029-svinina-okorok,свинина,"[""окорка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"цыплята в собственном соку 0,5 л.",60652,https://svoe-rodnoe.ru/category/stew/10872-367-cypljata-v-sobstvennom-soku-0-5-l,цыплёнок,"[""собственный"", ""сок""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Заморозка,бараньи люля-кебаб 2 шт.,60949,https://svoe-rodnoe.ru/category/kotlety/10872-1303-baran-i-ljulja-kebab-2-sht,люля,"[""бараний"", ""кебаб""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Заморозка,кундюмы 1 кг.,61154,https://svoe-rodnoe.ru/category/pel-meni/10872-221-kundjumy-1-kg,кундюма,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Никитин Ферм,Овощи и фрукты,капуста молодая,25373,https://svoe-rodnoe.ru/category/vegetables/10619-005-000002-kapusta,капуста,"[""молодой""]",1,1,1,0,0,0,0,1,1,1,1,1,0,5
Лукино,Заморозка,"равиоли с кроликом 0,25 кг.",61142,https://svoe-rodnoe.ru/category/pel-meni/10872-2587-ravioli-s-krolikom-0-25-kg,равиоли,"[""кролик""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Заморозка,"равиоли с рикоттой 0,25 кг.",61141,https://svoe-rodnoe.ru/category/pel-meni/10872-2590-ravioli-s-rikottoj-0-25-kg,равиоли,"[""рикоттой""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Никитин Ферм,Овощи и фрукты,лук репчатый,25397,https://svoe-rodnoe.ru/category/vegetables/10619-005-000010-luk-repchatyj,лук,"[""репчатый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Никитин Ферм,Овощи и фрукты,морковь,25377,https://svoe-rodnoe.ru/category/vegetables/10619-005-000004-morkov,морковь,[],1,1,1,1,0,0,1,1,1,1,1,1,0,3
Лукино,Заморозка,свино-говяжьи люля-кебаб 2 шт.,60937,https://svoe-rodnoe.ru/category/kotlety/10872-1302-svino-govjazh-i-ljulja-kebab-2-sht,свино,"[""говяжий"", ""люля"", ""кебаб""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Заморозка,чебуреки с бараниной 5 шт.,61123,https://svoe-rodnoe.ru/category/polufabrikaty-mjasnye/10872-5191-chebureki-s-baraninoj-5-sht,чебурек,"[""баранина""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мед и пчеловодство,"забрус 0,25 л.",61085,https://svoe-rodnoe.ru/category/prochaja-produkcija-pchelovodstva/10872-5099-zabrus-0-25-l,забрус,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"бараний фарш 0,5 кг.",60748,https://svoe-rodnoe.ru/category/farsh/10872-146-baranij-farsh-0-5-kg,фарш,"[""бараний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,баранье рагу на косточке 1 кг.,60847,https://svoe-rodnoe.ru/category/mutton/10872-4941-baran-e-ragu-na-kostochke-1-kg,рагу,"[""бараний"", ""косточка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"бараньи язычки 0,5 кг.",60844,https://svoe-rodnoe.ru/category/mutton/10872-1856-baran-i-jazychki-0-5-kg,язычок,"[""бараний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,баранья бульонка 1 кг.,60842,https://svoe-rodnoe.ru/category/mutton/10872-4942-baran-ja-bul-onka-1-kg,бульонка,"[""бараний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"баранья шея 0,5 кг.",60846,https://svoe-rodnoe.ru/category/mutton/10872-4665-baran-ja-sheja-0-5-kg,шея,"[""бараний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,барашек 20 кг.,60841,https://svoe-rodnoe.ru/category/mutton/10872-128-barashek-20-kg,барашек,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,булдыжка говяжья 1 кг.,60610,https://svoe-rodnoe.ru/category/govjadina/10872-5286-buldyzhka-govjazh-ja-1-kg,булдыжка,"[""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,говяжье вымя 1 кг.,60618,https://svoe-rodnoe.ru/category/govjadina/10872-5209-govjazh-e-vymja-1-kg,вымя,"[""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,говяжье рагу на косточке 1 кг.,60617,https://svoe-rodnoe.ru/category/govjadina/10872-5294-govjazh-e-ragu-na-kostochke-1-kg,рагу,"[""говяжий"", ""косточка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,говяжья вырезка 1 кг.,60605,https://svoe-rodnoe.ru/category/govjadina/10872-5094-govjazh-ja-vyrezka-1-kg,вырезка,"[""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,говяжья голяшка для холодца 1 кг.,60600,https://svoe-rodnoe.ru/category/govjadina/10872-393-govjazh-ja-goljashka-dlja-holodca-1-kg,голяшка,"[""говяжий"", ""холодец""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"гуляш из индейки 0,5 кг.",60921,https://svoe-rodnoe.ru/category/indejka/10872-5084-guljash-iz-indejki-0-5-kg,гуляш,"[""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"гуляш из свинины 0,5 кг.",60882,https://svoe-rodnoe.ru/category/svinina/10872-5082-guljash-iz-svininy-0-5-kg,гуляш,"[""свинин""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,домашний гусь 4 кг.,61076,https://svoe-rodnoe.ru/category/chicken/10872-92-domashnij-gus-4-kg,гусь,"[""домашний""]",0,0,0,0,0,0,0,0,0,0,1,0,0,12
Лукино,Мясо и птица,"домашний петух 1,2 кг.",60912,https://svoe-rodnoe.ru/category/chicken/10872-483-domashnij-petuh-1-2-kg,петух,"[""домашний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,домашняя утка 2 кг.,61072,https://svoe-rodnoe.ru/category/chicken/10872-132-domashnjaja-utka-2-kg,утка,"[""домашний""]",0,0,0,0,0,0,0,0,1,1,1,0,0,10
Лукино,Мясо и птица,"запеченная баранья лопатка 1,2 кг.",61007,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/10872-5147-zapechennaja-baran-ja-lopatka-1-2-kg,лопатка,"[""запечь"", ""бараний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,запеченный бараний окорок 2 кг.,61008,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/10872-5146-zapechennyj-baranij-okorok-2-kg,окорка,"[""запечь"", ""бараний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,индюшка 6 кг.,60919,https://svoe-rodnoe.ru/category/indejka/10872-118-indjushka-6-kg,индюшка,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,куриные головы 1 кг.,60893,https://svoe-rodnoe.ru/category/chicken/10872-4783-kurinye-golovy-1-kg,голова,"[""куриный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"куриные желудки 0,5 кг.",60901,https://svoe-rodnoe.ru/category/chicken/10872-4604-kurinye-zheludki-0-5-kg,желудок,"[""куриный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"куриные окорочка 0,5 кг.",60911,https://svoe-rodnoe.ru/category/chicken/10872-902-kurinye-okorochka-0-5-kg,окорочка,"[""куриный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"куриные сердечки замороженные 0,5 кг.",60907,https://svoe-rodnoe.ru/category/chicken/10872-4597-kurinye-serdechki-zamorozhennye-0-5-kg,сердечко,"[""куриный"", ""заморозить""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,мозговая косточка 1 кг.,60607,https://svoe-rodnoe.ru/category/govjadina/10872-4788-mozgovaja-kostochka-1-kg,косточка,"[""мозговой""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,молодой козлёнок 10 кг.,60985,https://svoe-rodnoe.ru/category/kozljatina/10872-4693-molodoj-kozljonok-10-kg,козлёнок,"[""молодой""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
Лукино,Мясо и птица,молочные поросята 5 кг.,60862,https://svoe-rodnoe.ru/category/svinina/10872-105-molochnye-porosjata-5-kg,поросёнок,"[""молочный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"мякоть оленя 0,5 кг.",60988,https://svoe-rodnoe.ru/category/dich/10872-4294-mjakot-olenja-0-5-kg,мякоть,"[""олень""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,перепелка в маринаде 1 шт.,61075,https://svoe-rodnoe.ru/category/chicken/10872-5143-perepelka-v-marinade-1-sht,перепёлка,"[""маринад""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
Лукино,Мясо и птица,"печень индейки 0,25 кг.",60920,https://svoe-rodnoe.ru/category/indejka/10872-4730-pechen-indejki-0-25-kg,печень,"[""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"печень ягненка 0,5 кг.",60843,https://svoe-rodnoe.ru/category/mutton/10872-4969-pechen-jagnenka-0-5-kg,печень,"[""ягнёнок""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,половина поросенка 10 кг.,60873,https://svoe-rodnoe.ru/category/svinina/10872-4147-polovina-porosenka-10-kg,половина,"[""поросёнок""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"сало без прослойки 0,25 кг.",60876,https://svoe-rodnoe.ru/category/salo/10872-176-salo-bez-proslojki-0-25-kg,сало,"[""прослойка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,свиная бульонка 1 кг.,60881,https://svoe-rodnoe.ru/category/svinina/10872-5249-svinaja-bul-onka-1-kg,бульонка,"[""свиной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"свиная мякоть 0,5 кг.",60865,https://svoe-rodnoe.ru/category/svinina/10872-103-svinaja-mjakot-0-5-kg,мякоть,"[""свиной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,свиной карбонад 1 кг.,60880,https://svoe-rodnoe.ru/category/svinina/10872-119-svinoj-karbonad-1-kg,карбонад,"[""свиной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"свиной шашлык 0,5 кг.",60739,https://svoe-rodnoe.ru/category/shashlyk/10872-147-svinoj-shashlyk-0-5-kg,шашлык,"[""свиной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,свиные ребрышки 1 кг.,60861,https://svoe-rodnoe.ru/category/svinye-rebra/10872-98-svinye-rebryshki-1-kg,рёбрышко,"[""свиной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"стейк айраунд 0,3 кг.",60596,https://svoe-rodnoe.ru/category/govjadina/10872-4831-stejk-ajraund-0-3-kg,стейк,"[""айраунд""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
Лукино,Мясо и птица,"стейк ковбой 0,35 кг.",60615,https://svoe-rodnoe.ru/category/govjadina/10872-4833-stejk-kovboj-0-35-kg,стейк,"[""ковбой""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
Лукино,Мясо и птица,утка в маринаде 2 кг.,61071,https://svoe-rodnoe.ru/category/chicken/10872-5136-utka-v-marinade-2-kg,утка,"[""маринад""]",0,0,0,0,0,0,0,0,1,1,1,0,0,10
Лукино,Мясо и птица,"фарш из индейки 0,5 кг.",60745,https://svoe-rodnoe.ru/category/farsh/10872-1500-farsh-iz-indejki-0-5-kg,фарш,"[""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"фарш из кролика с индейкой 0,5 кг.",60753,https://svoe-rodnoe.ru/category/farsh/10872-4815-farsh-iz-krolika-s-indejkoj-0-5-kg,фарш,"[""кролик"", ""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"фарш из кролика с курицей 0,5 кг.",60747,https://svoe-rodnoe.ru/category/farsh/10872-4817-farsh-iz-krolika-s-kuricej-0-5-kg,фарш,"[""кролик"", ""курица""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"филе бедра индейки 0,5 кг.",60915,https://svoe-rodnoe.ru/category/indejka/10872-5075-file-bedra-indejki-0-5-kg,филе,"[""бедро"", ""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"холодец 0,5 кг.",61015,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/10872-5057-holodec-0-5-kg,холодец,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"холодец свино-индюшиный 0,5 кг.",61016,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/10872-5125-holodec-svino-indjushinyj-0-5-kg,холодец,"[""свино"", ""индюшиный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,шашлык из индейки 1 кг.,60733,https://svoe-rodnoe.ru/category/shashlyk/10872-234-shashlyk-iz-indejki-1-kg,шашлык,"[""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,шашлык из телятины 1 кг.,60740,https://svoe-rodnoe.ru/category/shashlyk/10872-148-shashlyk-iz-teljatiny-1-kg,шашлык,"[""телятина""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,баклажаны 1 кг.,60790,https://svoe-rodnoe.ru/category/vegetables/10872-4880-baklazhany-1-kg,баклажан,[],0,0,0,0,0,0,1,1,1,0,0,0,0,10
Лукино,Овощи и фрукты,"баклажаны по-корейски 0,25 л.",60642,https://svoe-rodnoe.ru/category/vegetables/10872-5026-baklazhany-po-korejski-0-25-l,баклажан,"[""корейски""]",0,0,0,0,0,0,1,1,1,0,0,0,0,10
Лукино,Овощи и фрукты,"баклажаны с чесноком 0,5 л.",60630,https://svoe-rodnoe.ru/category/vegetables/10872-519-baklazhany-s-chesnokom-0-5-l,баклажан,"[""чеснок""]",0,0,0,0,0,0,1,1,1,0,0,0,0,10
Лукино,Овощи и фрукты,белокочанная капуста 1 кг.,60807,https://svoe-rodnoe.ru/category/vegetables/10872-495-belokochannaja-kapusta-1-kg,капуста,"[""белокочанный""]",1,1,1,0,0,0,0,1,1,1,1,1,0,5
Лукино,Овощи и фрукты,"домашнее лечо 0,5 л.",60632,https://svoe-rodnoe.ru/category/vegetables/10872-243-domashnee-lecho-0-5-l,лечо,"[""домашний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,домашние красные яблоки 1 кг.,61137,https://svoe-rodnoe.ru/category/fruits/10872-3105-domashnie-krasnye-jabloki-1-kg,яблоко,"[""домашний"", ""красный""]",1,1,1,0,0,0,0,1,1,1,1,1,0,5
Лукино,Овощи и фрукты,"жёлтая репка 0,5 кг.",60788,https://svoe-rodnoe.ru/category/vegetables/10872-4708-zhjoltaja-repka-0-5-kg,репка,"[""жёлтый""]",1,1,0,0,0,0,0,0,1,1,1,1,0,7
Лукино,Овощи и фрукты,"закуска из огурчиков 0,5 л.",60631,https://svoe-rodnoe.ru/category/vegetables/10872-5022-zakuska-iz-ogurchikov-0-5-l,закуска,"[""огурец""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,"зеленая редька 0,5 кг.",60797,https://svoe-rodnoe.ru/category/vegetables/10872-5035-zelenaja-red-ka-0-5-kg,редька,"[""зелёный""]",1,1,0,0,0,0,0,0,1,1,1,1,0,7
Лукино,Овощи и фрукты,кабачки 1 кг.,60780,https://svoe-rodnoe.ru/category/vegetables/10872-475-kabachki-1-kg,кабачок,[],0,0,0,0,0,0,1,1,1,0,0,0,0,10
Лукино,Овощи и фрукты,красная смородина 1 кг.,60961,https://svoe-rodnoe.ru/category/berries/10872-974-krasnaja-smorodina-1-kg,смородина,"[""красный""]",0,0,0,0,0,0,1,1,0,0,0,0,0,11
Лукино,Овощи и фрукты,"лесная земляника 0,5 л.",60954,https://svoe-rodnoe.ru/category/berries/10872-4869-lesnaja-zemljanika-0-5-l,земляника,"[""лесной""]",0,0,0,0,0,1,1,0,0,0,0,0,0,11
Лукино,Овощи и фрукты,"лесной орех 0,5 кг.",60957,https://svoe-rodnoe.ru/category/berries/10872-5096-lesnoj-oreh-0-5-kg,орех,"[""лесной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,"маринованные опята 0,5 л.",60661,https://svoe-rodnoe.ru/category/griby/10872-3811-marinovannye-opjata-0-5-l,опёнок,"[""мариновать""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,микрозелень горошка 1 шт.,60768,https://svoe-rodnoe.ru/category/zelen/10872-5261-mikrozelen-goroshka-1-sht,микрозелень,"[""горошек""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
Лукино,Овощи и фрукты,микрозелень редиса 1 шт.,60763,https://svoe-rodnoe.ru/category/zelen/10872-5262-mikrozelen-redisa-1-sht,микрозелень,"[""редис""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
Лукино,Овощи и фрукты,молодая морковь 1 кг.,60786,https://svoe-rodnoe.ru/category/vegetables/10872-2557-molodaja-morkov-1-kg,морковь,"[""молодой""]",1,1,1,1,0,0,1,1,1,1,1,1,0,3
Лукино,Овощи и фрукты,"молодой лук 0,15 кг.",60767,https://svoe-rodnoe.ru/category/zelen/10872-2508-molodoj-luk-0-15-kg,лук,"[""молодой""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,молодые огурчики 1 кг.,60771,https://svoe-rodnoe.ru/category/vegetables/10872-458-molodye-ogurchiki-1-kg,огурец,"[""молодой""]",0,0,0,0,0,1,1,1,0,0,0,0,0,10
Лукино,Овощи и фрукты,"петрушка 0,1 кг.",60762,https://svoe-rodnoe.ru/category/zelen/10872-291-petrushka-0-1-kg,петрушка,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,помидоры розовый гигант 1 кг.,60785,https://svoe-rodnoe.ru/category/vegetables/10872-4868-pomidory-rozovyj-gigant-1-kg,помидор,"[""розовый"", ""гигант""]",0,0,0,0,0,0,1,1,1,0,0,0,0,10
Лукино,Овощи и фрукты,"помидоры черри 0,25 кг.",60784,https://svoe-rodnoe.ru/category/vegetables/10872-4863-pomidory-cherri-0-25-kg,помидор,"[""черри""]",0,0,0,0,0,0,1,1,1,0,0,0,0,10
Лукино,Овощи и фрукты,репчатый лук 1 кг.,60801,https://svoe-rodnoe.ru/category/vegetables/10872-487-repchatyj-luk-1-kg,лук,"[""репчатый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,"салат 0,2 кг.",60764,https://svoe-rodnoe.ru/category/zelen/10872-327-salat-0-2-kg,салат,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,свежая вишня 1 кг.,60956,https://svoe-rodnoe.ru/category/berries/10872-4875-svezhaja-vishnja-1-kg,вишня,"[""свежий""]",0,0,0,0,0,0,1,1,0,0,0,0,0,11
Лукино,Овощи и фрукты,свекла 1 кг.,60793,https://svoe-rodnoe.ru/category/vegetables/10872-485-svekla-1-kg,свекла,[],1,1,1,1,0,0,1,1,1,1,1,1,0,3
Лукино,Овощи и фрукты,"укроп 0,1 кг.",60758,https://svoe-rodnoe.ru/category/zelen/10872-325-ukrop-0-1-kg,укроп,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Овощи и фрукты,"чеснок 0,5 кг.",60779,https://svoe-rodnoe.ru/category/vegetables/10872-5101-chesnok-0-5-kg,чеснок,[],1,1,1,1,0,0,1,1,1,1,1,1,0,3
Лукино,Овощи и фрукты,яблоки 1 кг.,61138,https://svoe-rodnoe.ru/category/fruits/10872-4899-jabloki-1-kg,яблоко,[],1,1,1,0,0,0,0,1,1,1,1,1,0,5
Лукино,Овощи и фрукты,яблоки переморозъ 1 кг.,61136,https://svoe-rodnoe.ru/category/fruits/10872-4908-jabloki-peremoroz-1-kg,яблоко,"[""переморозъ""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Рыба и морепродукты,линь 1 кг.,60522,https://svoe-rodnoe.ru/category/fresh-fish/10872-5201-lin-1-kg,линь,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Рыба и морепродукты,окунь 1 кг.,60521,https://svoe-rodnoe.ru/category/ryba/10872-5241-okun-1-kg,окунь,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Рыба и морепродукты,толстолобик 2 кг.,60524,https://svoe-rodnoe.ru/category/ryba/10872-5193-tolstolobik-2-kg,толстолобик,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,драники 4 шт.,60966,https://svoe-rodnoe.ru/category/zakuski-salaty-i-supy/10872-202-draniki-4-sht,драник,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"квашеная капуста 0,5 кг.",61063,https://svoe-rodnoe.ru/category/marinovannaja-i-solenaja/10872-452-kvashenaja-kapusta-0-5-kg,капуста,"[""квашеный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"козья тушенка 0,5 л.",60654,https://svoe-rodnoe.ru/category/stew/10872-420-koz-ja-tushenka-0-5-l,тушёнка,"[""козий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"майонез постный 0,25 л.",60671,https://svoe-rodnoe.ru/category/butter-sauces/10872-5313-majonez-postnyj-0-25-l,майонез,"[""постный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"маринованная капуста 0,5 кг.",61068,https://svoe-rodnoe.ru/category/marinovannaja-i-solenaja/10872-5258-marinovannaja-kapusta-0-5-kg,капуста,"[""мариновать""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"мякоть индейки в собственном соку 0,5 л.",60653,https://svoe-rodnoe.ru/category/stew/10872-4741-mjakot-indejki-v-sobstvennom-soku-0-5-l,мякоть,"[""индейка"", ""собственный"", ""сок""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"постные щи 0,65 л.",60885,https://svoe-rodnoe.ru/category/supy-i-bul-ony/10872-5123-postnye-schi-0-65-l,щи,"[""постный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"свекольный салат 0,25 л.",60964,https://svoe-rodnoe.ru/category/zakuski-salaty-i-supy/10872-4961-svekol-nyj-salat-0-25-l,салат,"[""свекольный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,свино-говяжий бульон 1 л.,60886,https://svoe-rodnoe.ru/category/supy-i-bul-ony/10872-3670-svino-govjazhij-bul-on-1-l,свино,"[""говяжий"", ""бульон""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Бакалея,"томатный соус «жар-птица» 0,25 л.",60667,https://svoe-rodnoe.ru/category/butter-sauces/10872-4912-tomatnyj-sous-zhar-ptica-0-25-l,соус,"[""томатный"", ""жар"", ""птица""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Заморозка,мясные ежики (п/ф) 4 шт.,60934,https://svoe-rodnoe.ru/category/kotlety/10872-1353-mjasnye-ezhiki-p-f-4-sht,ёжик,"[""мясной"", ""п"", ""ф""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Заморозка,чебуреки свино-говяжьи 5 шт.,61122,https://svoe-rodnoe.ru/category/polufabrikaty-mjasnye/10872-5155-chebureki-svino-govjazh-i-5-sht,чебурек,"[""свино"", ""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"говяжий фарш 0,5 кг.",60749,https://svoe-rodnoe.ru/category/farsh/10872-145-govjazhij-farsh-0-5-kg,фарш,"[""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"говяжий шницель 0,1 кг.",61005,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/10872-171-govjazhij-shnicel-0-1-kg,шницель,"[""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,говяжья бульонка 1 кг.,60616,https://svoe-rodnoe.ru/category/govjadina/10872-5115-govjazh-ja-bul-onka-1-kg,бульонка,"[""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"говяжья грудинка 0,5 кг.",60604,https://svoe-rodnoe.ru/category/govjadina/10872-4834-govjazh-ja-grudinka-0-5-kg,грудинка,"[""говяжий""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,голень индейки 1 кг.,60918,https://svoe-rodnoe.ru/category/indejka/10872-4596-golen-indejki-1-kg,голень,"[""индейка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"гранд ветчина 0,25 кг.",60999,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/10872-5301-grand-vetchina-0-25-kg,гранд,"[""ветчина""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"гуляш из курицы 0,5 кг.",60910,https://svoe-rodnoe.ru/category/chicken/10872-5083-guljash-iz-kuricy-0-5-kg,гуляш,"[""курица""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"гуляш из телятины 0,5 кг.",60597,https://svoe-rodnoe.ru/category/govjadina/10872-5036-guljash-iz-teljatiny-0-5-kg,гуляш,"[""телятина""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Лукино,Мясо и птица,"домашние копченые куры 1,5 кг.",60908,https://svoe-rodnoe.ru/category/chicken/10872-4663-domashnie-kopchenye-kury-1-5-kg,кура,"[""домашний"", ""копчёный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
